,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
3299,3299,0.17960608926040256,0.2,0,485.0,745.0,0.0,480.0,1,0.06640729460348282,0.0
3300,3300,-0.3331819552410362,-0.3,1,365.0,678.0,1.0,417.0,1,0.23973234594016768,0.0
3301,3301,-0.16461612962422922,-0.2,1,479.0,888.0,1.0,563.0,1,0.3043688141458719,0.0
3302,3302,-0.3419144100407703,-0.3,1,338.0,729.0,1.0,523.0,1,0.07856523032618423,0.0
3303,3303,-0.4136339167451364,-0.4,1,448.0,657.0,1.0,325.0,1,0.48907943864585723,0.0
3304,3304,-0.3105372323119231,-0.3,1,294.0,609.0,0.0,-903.0,0,0.3095780879711265,0.0
3305,3305,-0.20174739205300596,-0.2,1,404.0,781.0,0.0,-1185.0,0,0.6705728112878174,0.0
3306,3306,0.35423169147944256,0.4,0,326.0,600.0,0.0,-896.0,1,0.3838215415497067,0.0
3307,3307,0.29474929021709295,0.3,0,277.0,998.0,0.0,-1275.0,1,0.6718538813228777,0.0
3308,3308,-0.10908399011009418,-0.1,1,266.0,724.0,0.0,300.0,0,0.1610171735566288,0.0
3309,3309,-0.9752140689003617,-1.0,1,359.0,803.0,1.0,228.0,1,0.3340211959902146,0.0
3310,3310,-0.11853196865873517,-0.1,1,343.0,712.0,1.0,605.0,1,0.4265126840480352,0.0
3311,3311,0.8982249452785753,0.9,0,253.0,587.0,0.0,140.0,1,0.604074954992546,0.0
3312,3312,-0.9329835648985132,-0.9,1,270.0,604.0,0.0,-874.0,0,0.10005799617556488,0.0
3313,3313,0.1959343314177675,0.2,0,391.0,627.0,0.0,352.0,1,0.20435653862195324,0.0
3314,3314,0.06048286186086682,0.1,0,483.0,891.0,0.0,-1374.0,1,0.9819012308873624,0.0
3315,3315,0.8038029997125797,0.8,0,477.0,615.0,0.0,-1072.0,1,0.5775891396184837,0.0
3316,3316,0.11437404059528955,0.1,0,416.0,727.0,0.0,347.0,1,0.5071233839504427,0.0
3317,3317,0.18238027094076004,0.2,0,263.0,765.0,0.0,-1028.0,1,0.7053415851877497,0.0
3318,3318,-0.3916917307827448,-0.4,1,486.0,966.0,0.0,-1432.0,0,0.8268861790055554,0.0
3319,3319,0.3233256946316665,0.3,0,328.0,795.0,0.0,587.0,1,0.09837974332664312,0.0
3320,3320,-0.8492641763637592,-0.8,1,264.0,580.0,1.0,186.0,1,0.9258878628996977,0.0
3321,3321,-0.6405569344901674,-0.6,1,457.0,503.0,1.0,190.0,1,0.6127479068394094,0.0
3322,3322,0.9335635111782661,0.9,0,451.0,504.0,0.0,205.0,1,0.4114179097858275,0.0
