,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
2233,2233,0.7926352412021405,0.9,True,430.0,522.0,0.0,278.0,0
2234,2234,0.08471616298413176,0.5,True,415.0,890.0,0.0,895.0,0
2235,2235,-0.08534848745796442,0.5,True,496.0,757.0,1.0,767.0,1
2236,2236,0.15870960713292148,0.6,True,374.0,725.0,0.0,671.0,0
2237,2237,0.9065736180164325,1.0,True,261.0,822.0,0.0,267.0,0
2238,2238,0.8640384151224407,0.9,True,390.0,850.0,0.0,320.0,0
2239,2239,-0.0179862777518367,0.5,True,493.0,540.0,1.0,1017.0,1
2240,2240,0.9125361335145532,1.0,True,410.0,851.0,0.0,339.0,0
2241,2241,-0.7573575975185884,0.1,True,276.0,962.0,1.0,212.0,1
2242,2242,-0.7650274482234312,0.1,True,470.0,832.0,1.0,248.0,1
2243,2243,-0.04727360115838142,0.5,True,420.0,903.0,1.0,987.0,1
2244,2244,0.6690160621919476,0.8,True,476.0,973.0,0.0,251.0,0
2245,2245,0.5003369492406393,0.8,True,250.0,685.0,0.0,285.0,0
2246,2246,0.14530083437893837,0.6,True,380.0,594.0,0.0,876.0,0
2247,2247,-0.5774343857574844,0.2,True,469.0,561.0,1.0,260.0,1
2248,2248,-0.8067577813942803,0.1,True,450.0,947.0,1.0,263.0,1
2249,2249,-0.7019991847372142,0.1,True,411.0,842.0,1.0,237.0,1
2250,2250,0.5597966153929319,0.8,True,275.0,676.0,0.0,319.0,0
2251,2251,0.8976427536800569,0.9,True,261.0,565.0,0.0,374.0,0
2252,2252,0.4609738879785745,0.7,True,412.0,660.0,0.0,458.0,0
2253,2253,-0.8630235886594713,0.1,True,400.0,636.0,1.0,214.0,1
2254,2254,-0.710798135591086,0.1,True,383.0,929.0,1.0,258.0,1
2255,2255,0.5056602955005682,0.8,True,462.0,782.0,0.0,266.0,0
2256,2256,-0.9551195021635333,0.0,True,251.0,692.0,1.0,217.0,1
2257,2257,0.2988103559993973,0.6,True,350.0,652.0,0.0,428.0,0
