,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
300,300,-0.20916981555590675,-0.2,1,440.0,973.0,1.0,617.0,1,181.375472333386
301,301,-0.21927329554953978,-0.2,1,369.0,983.0,1.0,558.0,1,182.89099433243098
302,302,0.9960955813651016,1.0,0,327.0,728.0,0.0,185.0,1,0.5856627952347648
303,303,-0.3834051710354103,-0.4,1,492.0,726.0,1.0,432.0,1,207.51077565531153
304,304,0.07276743144392706,0.1,0,397.0,508.0,1.0,1235.0,0,139.08488528341096
305,305,-0.7399071927180114,-0.7,1,451.0,512.0,1.0,267.0,1,260.9860789077017
306,306,0.4064250249843513,0.4,0,316.0,521.0,0.0,323.0,1,89.03624625234731
307,307,-0.48691008516059253,-0.5,1,280.0,930.0,1.0,280.0,1,223.0365127740889
308,308,0.08452717661740095,0.1,0,467.0,915.0,1.0,328.0,0,137.32092350738986
309,309,0.48225135943955766,0.5,0,250.0,630.0,0.0,660.0,1,77.66229608406636
310,310,-0.5116903365119441,-0.5,1,362.0,940.0,1.0,238.0,1,226.75355047679162
311,311,-0.6669098720601372,-0.7,1,415.0,680.0,1.0,95.0,1,250.0364808090206
312,312,0.7437468320492779,0.7,0,302.0,533.0,0.0,125.0,1,38.437975192608306
313,313,0.37660533329113566,0.4,0,309.0,987.0,0.0,1274.0,1,93.50920000632965
314,314,0.3631260418140645,0.4,0,463.0,900.0,0.0,227.0,1,95.53109372789032
315,315,0.05737783852443901,0.1,0,443.0,661.0,0.0,1346.0,1,141.39332422133415
316,316,0.9244059352699359,0.9,0,290.0,855.0,1.0,405.0,0,11.339109709509621
317,317,-0.49558802864026985,-0.5,1,468.0,975.0,1.0,117.0,1,224.3382042960405
318,318,-0.371508646857706,-0.4,1,408.0,653.0,1.0,499.0,1,205.7262970286559
319,319,-0.44726102095269016,-0.4,1,253.0,551.0,1.0,336.0,1,217.0891531429035
320,320,0.940459533797835,0.9,0,311.0,920.0,0.0,369.0,1,8.931069930324753
321,321,0.28275380512056647,0.3,0,448.0,667.0,0.0,1115.0,1,107.58692923191504
322,322,-0.990791929067937,-1.0,1,269.0,881.0,1.0,260.0,1,298.61878936019053
323,323,0.25369281290940227,0.3,0,408.0,838.0,1.0,584.0,0,111.94607806358967
324,324,-0.542256029007657,-0.5,1,285.0,679.0,1.0,196.0,1,231.33840435114854
325,325,-0.6476624147539598,-0.6,1,368.0,608.0,1.0,824.0,1,247.14936221309398
326,326,-0.6316694320928642,-0.6,1,379.0,976.0,1.0,215.0,1,244.75041481392964
327,327,0.4072727683488486,0.4,0,294.0,919.0,0.0,637.0,1,88.90908474767271
328,328,0.41437633705869903,0.4,0,250.0,571.0,1.0,359.0,0,87.84354944119515
329,329,0.7536977192695744,0.8,0,480.0,890.0,0.0,390.0,1,36.94534210956384
330,330,-0.0642120930301644,-0.1,1,427.0,639.0,1.0,244.0,1,159.63181395452466
331,331,-0.3140424576757843,-0.3,1,431.0,646.0,1.0,303.0,1,197.10636865136766
332,332,-0.21556343784241783,-0.2,1,267.0,718.0,1.0,865.0,1,182.33451567636268
333,333,-0.31122900238806994,-0.3,1,262.0,916.0,1.0,1502.0,1,196.68435035821048
334,334,-0.14589390952919246,-0.1,1,469.0,555.0,1.0,2816.0,1,171.88408642937887
335,335,-0.62711756740425,-0.6,1,347.0,598.0,1.0,285.0,1,244.0676351106375
336,336,-0.7601034995602327,-0.8,1,445.0,636.0,1.0,359.0,1,264.0155249340349
337,337,-0.3040645650982088,-0.3,1,310.0,631.0,1.0,129.0,1,195.60968476473133
338,338,0.4148569653074696,0.4,0,417.0,605.0,0.0,1428.0,1,87.77145520387955
339,339,-0.5450630777331413,-0.5,1,394.0,933.0,1.0,223.0,1,231.7594616599712
340,340,-0.07247228155268193,-0.1,1,322.0,837.0,1.0,161.0,1,160.87084223290228
341,341,0.057893391536107286,0.1,0,422.0,797.0,1.0,1261.0,0,141.31599126958392
342,342,-0.9875362942858164,-1.0,1,348.0,842.0,1.0,110.0,1,298.1304441428725
343,343,0.5707322042075553,0.6,0,468.0,634.0,0.0,988.0,1,64.39016936886671
344,344,0.2581480961781184,0.3,0,324.0,826.0,1.0,280.0,0,111.27778557328224
345,345,-0.11779268776241003,-0.1,1,300.0,719.0,1.0,461.0,1,167.6689031643615
346,346,-0.3173886639233947,-0.3,1,364.0,860.0,1.0,726.0,1,197.6082995885092
347,347,-0.5122705054009007,-0.5,1,300.0,787.0,1.0,453.0,1,226.8405758101351
348,348,-0.2907643829390716,-0.3,1,367.0,666.0,1.0,107.0,1,193.61465744086073
349,349,0.7605634650086883,0.8,0,428.0,677.0,0.0,825.0,1,35.91548024869675
350,350,-0.1827814788533264,-0.2,1,401.0,685.0,1.0,214.0,1,177.41722182799896
351,351,0.4918363270608139,0.5,0,252.0,944.0,0.0,864.0,1,76.2245509408779
352,352,0.502196346666848,0.5,0,428.0,946.0,0.0,186.0,1,74.6705479999728
353,353,0.44048636600498914,0.4,0,421.0,969.0,0.0,230.0,1,83.92704509925163
354,354,-0.06985759385120405,-0.1,1,316.0,864.0,0.0,1060.0,0,160.4786390776806
355,355,-0.4466668380901351,-0.4,1,333.0,678.0,1.0,1059.0,1,217.00002571352027
356,356,-0.939019098274317,-0.9,1,328.0,528.0,1.0,224.0,1,290.8528647411475
357,357,0.6709166694894433,0.7,0,451.0,890.0,0.0,289.0,1,49.36249957658351
358,358,-0.8049393417439628,-0.8,1,452.0,986.0,1.0,832.0,1,270.7409012615944
359,359,0.27728028987220954,0.3,0,307.0,645.0,0.0,598.0,1,108.40795651916856
360,360,0.1388375967980846,0.1,0,499.0,550.0,1.0,1331.0,0,129.1743604802873
361,361,-0.23593567891963052,-0.2,1,360.0,650.0,1.0,1430.0,1,185.39035183794456
362,362,-0.8335932301793276,-0.8,1,358.0,697.0,1.0,395.0,1,275.0389845268991
363,363,0.37513753561006813,0.4,0,352.0,770.0,0.0,728.0,1,93.72936965848979
364,364,-0.014729201881954923,-0.0,1,266.0,893.0,0.0,481.0,0,152.20938028229324
365,365,0.558458623561134,0.6,0,378.0,827.0,0.0,1405.0,1,66.2312064658299
366,366,-0.2581713433068842,-0.3,1,269.0,855.0,1.0,456.0,1,188.72570149603263
367,367,-0.06480562386914168,-0.1,1,382.0,755.0,1.0,853.0,1,159.72084358037125
368,368,-0.48755570663136116,-0.5,1,300.0,845.0,1.0,495.0,1,223.13335599470417
369,369,-0.008921422548865854,-0.0,1,285.0,690.0,0.0,1355.0,0,151.33821338232988
370,370,-0.3283450362551441,-0.3,1,487.0,948.0,1.0,295.0,1,199.25175543827163
371,371,0.8602580610850907,0.9,0,379.0,936.0,0.0,345.0,1,20.96129083723639
372,372,-0.4628200328673129,-0.5,1,296.0,589.0,1.0,285.0,1,219.42300493009694
373,373,-0.1718483515467233,-0.2,1,267.0,719.0,0.0,224.0,0,175.7772527320085
374,374,-0.7425732214567706,-0.7,1,436.0,769.0,1.0,125.0,1,261.3859832185156
375,375,-0.11008432365254173,-0.1,1,351.0,775.0,1.0,634.0,1,166.51264854788127
376,376,-0.5287954919799813,-0.5,1,263.0,754.0,1.0,243.0,1,229.3193237969972
377,377,0.75950167267214,0.8,0,331.0,743.0,0.0,1546.0,1,36.074749099179
378,378,0.6005019510382952,0.6,0,264.0,643.0,0.0,343.0,1,59.92470734425572
379,379,0.9999566899919006,1.0,0,359.0,928.0,0.0,733.0,1,0.0064965012149142964
380,380,0.10152566074797909,0.1,0,396.0,837.0,1.0,677.0,0,134.77115088780315
381,381,0.6087665994417699,0.6,0,401.0,799.0,1.0,210.0,0,58.68501008373451
382,382,-0.8846837061754966,-0.9,1,481.0,994.0,1.0,115.0,1,282.7025559263245
383,383,0.3188588465467874,0.3,0,489.0,830.0,1.0,191.0,0,102.17117301798189
384,384,0.04389402582606272,0.0,0,498.0,937.0,1.0,505.0,0,143.4158961260906
385,385,-0.7933028496811019,-0.8,1,400.0,576.0,1.0,184.0,1,268.9954274521653
386,386,0.2713495358725382,0.3,0,495.0,683.0,0.0,572.0,1,109.29756961911927
387,387,0.8356890698463448,0.8,0,268.0,825.0,0.0,437.0,1,24.646639523048275
388,388,-0.6556572315474916,-0.7,1,468.0,515.0,1.0,277.0,1,248.34858473212373
389,389,-0.3800934206951041,-0.4,1,323.0,551.0,1.0,256.0,1,207.01401310426562
390,390,0.917731552793146,0.9,0,414.0,570.0,0.0,566.0,1,12.3402670810281
391,391,0.9322153194864828,0.9,0,368.0,640.0,0.0,272.0,1,10.167702077027574
392,392,-0.48849913994272853,-0.5,1,429.0,988.0,1.0,253.0,1,223.27487099140927
393,393,-0.382002882692154,-0.4,1,308.0,628.0,1.0,334.0,1,207.3004324038231
394,394,-0.05591412234288473,-0.1,1,462.0,860.0,1.0,208.0,1,158.38711835143272
395,395,0.1907502271386392,0.2,0,426.0,649.0,1.0,985.0,0,121.38746592920413
396,396,-0.1042399545948629,-0.1,1,263.0,762.0,0.0,435.0,0,165.63599318922942
397,397,0.8193553673763174,0.8,0,462.0,829.0,0.0,799.0,1,27.096694893552385
398,398,0.41265635838569237,0.4,0,413.0,544.0,0.0,593.0,1,88.10154624214614
399,399,0.376248887777479,0.4,0,319.0,790.0,0.0,621.0,1,93.56266683337815
400,400,0.6143870768877879,0.6,0,296.0,665.0,0.0,489.0,1,57.84193846683181
401,401,0.41489940199404884,0.4,0,283.0,679.0,1.0,388.0,0,87.76508970089267
402,402,0.8566594032436723,0.9,0,305.0,975.0,0.0,300.0,1,21.501089513449156
403,403,-0.4759472867860144,-0.5,1,493.0,504.0,0.0,773.0,0,221.39209301790217
404,404,0.167431625143158,0.2,0,285.0,899.0,0.0,976.0,1,124.8852562285263
405,405,0.4344984378798731,0.4,0,255.0,906.0,0.0,259.0,1,84.82523431801904
406,406,-0.18646956926307934,-0.2,1,417.0,967.0,1.0,206.0,1,177.9704353894619
407,407,-0.13195984605917155,-0.1,1,328.0,622.0,1.0,200.0,1,169.79397690887572
408,408,-0.9441320953895793,-0.9,1,292.0,551.0,1.0,257.0,1,291.6198143084369
409,409,-0.13543597597712131,-0.1,1,394.0,698.0,1.0,748.0,1,170.3153963965682
410,410,-0.7046592047703646,-0.7,1,469.0,774.0,1.0,947.0,1,255.69888071555468
411,411,-0.9961798472606997,-1.0,1,468.0,602.0,1.0,210.0,1,299.426977089105
412,412,-0.1644584940896625,-0.2,1,293.0,639.0,1.0,528.0,1,174.6687741134494
413,413,0.4794322833018547,0.5,0,329.0,963.0,0.0,338.0,1,78.08515750472179
414,414,0.00792429583207599,0.0,0,293.0,521.0,1.0,646.0,0,148.8113556251886
415,415,0.8803912349920746,0.9,0,480.0,957.0,0.0,183.0,1,17.94131475118881
416,416,0.6771065770973432,0.7,0,456.0,760.0,0.0,274.0,1,48.43401343539851
417,417,-0.9895059492270928,-1.0,1,261.0,726.0,1.0,213.0,1,298.4258923840639
418,418,0.54793935877595,0.5,0,351.0,759.0,0.0,1980.0,1,67.8090961836075
419,419,-0.2110585971044321,-0.2,1,301.0,860.0,0.0,1199.0,0,181.65878956566482
420,420,-0.6188624306431152,-0.6,1,386.0,962.0,1.0,572.0,1,242.8293645964673
421,421,-0.27288432799535123,-0.3,1,319.0,667.0,1.0,304.0,1,190.9326491993027
422,422,0.3449449875996804,0.3,0,297.0,502.0,1.0,371.0,0,98.25825186004793
423,423,0.2739058448212084,0.3,0,419.0,795.0,0.0,356.0,1,108.91412327681874
424,424,0.8725199043063354,0.9,0,302.0,909.0,0.0,1389.0,1,19.12201435404969
425,425,0.32871320057357245,0.3,0,493.0,806.0,1.0,371.0,0,100.69301991396414
426,426,-0.010039569086009337,-0.0,1,482.0,563.0,1.0,155.0,1,151.5059353629014
427,427,0.8605879398579479,0.9,0,340.0,522.0,0.0,448.0,1,20.911809021307814
428,428,0.8107478131599082,0.8,0,270.0,562.0,0.0,408.0,1,28.38782802601377
429,429,-0.6521199542637923,-0.7,1,440.0,572.0,1.0,218.0,1,247.81799313956884
430,430,0.7515869858844333,0.8,0,472.0,598.0,0.0,410.0,1,37.26195211733501
431,431,-0.15438507747532926,-0.2,1,402.0,829.0,1.0,189.0,1,173.1577616212994
432,432,-0.45289456531545413,-0.5,1,413.0,600.0,1.0,237.0,1,217.93418479731812
433,433,-0.8222831187419899,-0.8,1,396.0,788.0,1.0,476.0,1,273.3424678112985
434,434,0.5698630737372983,0.6,0,325.0,593.0,1.0,82.0,0,64.52053893940526
435,435,-0.3364134108051766,-0.3,1,396.0,649.0,1.0,225.0,1,200.46201162077648
436,436,0.9100331866081273,0.9,0,416.0,953.0,0.0,121.0,1,13.49502200878091
437,437,-0.48546227649233376,-0.5,1,354.0,593.0,1.0,203.0,1,222.81934147385007
438,438,0.6231523521075055,0.6,0,493.0,682.0,0.0,1315.0,1,56.52714718387417
439,439,0.4243914324066318,0.4,0,419.0,630.0,0.0,541.0,1,86.34128513900524
440,440,0.3712979575871249,0.4,0,274.0,571.0,0.0,375.0,1,94.30530636193126
441,441,-0.8100721151783417,-0.8,1,322.0,588.0,1.0,700.0,1,271.51081727675125
442,442,0.38145779662481005,0.4,0,472.0,710.0,0.0,768.0,1,92.7813305062785
443,443,-0.6105794788245527,-0.6,1,454.0,510.0,1.0,366.0,1,241.5869218236829
444,444,-0.4050274856744498,-0.4,1,275.0,531.0,1.0,274.0,1,210.75412285116747
445,445,-0.42089958540649786,-0.4,1,327.0,789.0,1.0,264.0,1,213.1349378109747
446,446,0.10502200724338295,0.1,0,285.0,529.0,0.0,646.0,1,134.24669891349257
447,447,-0.8037235157553198,-0.8,1,295.0,601.0,1.0,84.0,1,270.55852736329797
448,448,0.5999164110185111,0.6,0,255.0,975.0,1.0,140.0,0,60.012538347223334
449,449,-0.9371556272634813,-0.9,1,446.0,992.0,1.0,172.0,1,290.5733440895222
450,450,0.9704700141720872,1.0,0,284.0,568.0,0.0,318.0,1,4.429497874186916
451,451,0.252001091988731,0.3,0,286.0,558.0,0.0,1106.0,1,112.19983620169035
452,452,0.04501663286443258,0.0,0,359.0,614.0,0.0,317.0,1,143.2475050703351
453,453,0.2643449206217261,0.3,0,447.0,717.0,0.0,726.0,1,110.34826190674109
454,454,-0.581806395875111,-0.6,1,396.0,716.0,1.0,108.0,1,237.27095938126664
455,455,0.062456237939015447,0.1,0,284.0,725.0,0.0,971.0,1,140.63156430914768
456,456,0.7264203159533329,0.7,0,316.0,583.0,0.0,1081.0,1,41.03695260700007
457,457,0.38554234353812644,0.4,0,292.0,991.0,0.0,1337.0,1,92.16864846928104
458,458,0.052498520367443735,0.1,0,307.0,950.0,1.0,363.0,0,142.12522194488344
459,459,0.921487226607083,0.9,0,334.0,978.0,0.0,678.0,1,11.776916008937544
460,460,0.8521012885944634,0.9,0,433.0,683.0,0.0,284.0,1,22.184806710830486
461,461,0.4300032857579539,0.4,0,464.0,757.0,0.0,349.0,1,85.49950713630692
462,462,0.7477649021280444,0.7,0,474.0,707.0,0.0,209.0,1,37.835264680793344
463,463,-0.6402250233639302,-0.6,1,342.0,662.0,1.0,126.0,1,246.03375350458953
464,464,-0.9009777312190028,-0.9,1,461.0,724.0,1.0,465.0,1,285.14665968285044
465,465,-0.08706720984373306,-0.1,1,344.0,603.0,1.0,583.0,1,163.06008147655996
466,466,-0.22009785071764942,-0.2,1,441.0,627.0,1.0,162.0,1,183.0146776076474
467,467,-0.9329335980819882,-0.9,1,332.0,708.0,1.0,170.0,1,289.94003971229824
468,468,0.024902210007349712,0.0,0,370.0,882.0,1.0,98.0,0,146.26466849889755
469,469,-0.30994754870584784,-0.3,1,440.0,791.0,1.0,229.0,1,196.49213230587716
470,470,0.664866122014657,0.7,0,310.0,555.0,0.0,1145.0,1,50.27008169780145
471,471,0.9446526537478424,0.9,0,434.0,920.0,0.0,176.0,1,8.302101937823647
472,472,-0.2043976566951049,-0.2,1,483.0,849.0,1.0,378.0,1,180.65964850426573
473,473,-0.6009271314546709,-0.6,1,399.0,533.0,1.0,1028.0,1,240.13906971820063
474,474,0.9896562744746789,1.0,0,300.0,690.0,0.0,810.0,1,1.5515588287981719
475,475,0.5863322960244224,0.6,0,337.0,874.0,0.0,639.0,1,62.050155596336644
476,476,0.4643248404689768,0.5,0,476.0,907.0,0.0,957.0,1,80.35127392965347
477,477,0.5842953947975309,0.6,0,259.0,801.0,0.0,1210.0,1,62.35569078037037
478,478,-0.5920149856706782,-0.6,1,324.0,641.0,1.0,105.0,1,238.80224785060173
479,479,0.4101670102504382,0.4,0,396.0,965.0,0.0,479.0,1,88.47494846243427
480,480,-0.8851472209910665,-0.9,1,323.0,760.0,1.0,217.0,1,282.77208314866
481,481,-0.3262106298940559,-0.3,1,453.0,527.0,1.0,180.0,1,198.9315944841084
482,482,0.8031226819508239,0.8,0,398.0,926.0,0.0,696.0,1,29.531597707376413
483,483,0.8094003986139213,0.8,0,437.0,837.0,0.0,876.0,1,28.589940207911802
484,484,-0.4477908469774934,-0.4,1,340.0,708.0,1.0,732.0,1,217.168627046624
485,485,-0.8673313369696143,-0.9,1,378.0,947.0,1.0,255.0,1,280.09970054544215
486,486,0.10458567220560888,0.1,0,307.0,983.0,0.0,300.0,1,134.31214916915866
487,487,0.9641888706769992,1.0,0,453.0,512.0,0.0,535.0,1,5.371669398450118
488,488,0.5110880293429496,0.5,0,487.0,941.0,0.0,1202.0,1,73.33679559855756
489,489,0.443094149190594,0.4,0,460.0,587.0,0.0,333.0,1,83.5358776214109
490,490,-0.40089971249265477,-0.4,1,280.0,741.0,1.0,129.0,1,210.1349568738982
491,491,0.997277950193352,1.0,0,347.0,972.0,0.0,261.0,1,0.40830747099720455
492,492,0.8654414380284621,0.9,0,333.0,813.0,0.0,194.0,1,20.18378429573069
493,493,0.5920406109271694,0.6,0,437.0,785.0,0.0,528.0,1,61.19390836092459
494,494,0.4672746062311166,0.5,0,271.0,807.0,1.0,582.0,0,79.9088090653325
495,495,0.12306616006531379,0.1,0,496.0,852.0,0.0,222.0,1,131.54007599020292
496,496,-0.2944172704718768,-0.3,1,375.0,651.0,1.0,204.0,1,194.16259057078153
497,497,-0.23328649926749234,-0.2,1,373.0,749.0,1.0,338.0,1,184.99297489012386
498,498,-0.554198539994718,-0.6,1,353.0,562.0,1.0,315.0,1,233.1297809992077
499,499,0.16056544621628088,0.2,0,356.0,528.0,1.0,406.0,0,125.91518306755786
500,500,-0.4819666948153527,-0.5,1,377.0,798.0,0.0,215.0,0,222.2950042223029
501,501,0.9638704018002291,1.0,0,362.0,827.0,0.0,151.0,1,5.419439729965636
502,502,-0.3642985437762367,-0.4,1,291.0,551.0,1.0,448.0,1,204.6447815664355
503,503,0.5795794701261556,0.6,0,298.0,995.0,0.0,187.0,1,63.063079481076656
504,504,0.8997968220050303,0.9,0,375.0,709.0,0.0,286.0,1,15.030476699245455
505,505,0.8816558280158835,0.9,0,468.0,882.0,0.0,470.0,1,17.751625797617475
506,506,0.25418455382844596,0.3,0,426.0,837.0,1.0,267.0,0,111.8723169257331
507,507,-0.7616342675481251,-0.8,1,268.0,813.0,1.0,589.0,1,264.24514013221875
508,508,-0.7393729738146113,-0.7,1,316.0,892.0,1.0,332.0,1,260.9059460721917
509,509,0.6962360506084015,0.7,0,381.0,752.0,0.0,447.0,1,45.56459240873977
510,510,-0.9061180459181066,-0.9,1,451.0,797.0,1.0,132.0,1,285.917706887716
511,511,0.6628987756992135,0.7,0,259.0,742.0,0.0,239.0,1,50.56518364511797
512,512,0.4714520010649643,0.5,0,461.0,600.0,0.0,1859.0,1,79.28219984025534
513,513,0.9186993256551732,0.9,0,389.0,650.0,0.0,701.0,1,12.19510115172402
514,514,0.3578658740025831,0.4,0,353.0,546.0,0.0,251.0,1,96.32011889961254
515,515,-0.45568046212061253,-0.5,1,489.0,994.0,1.0,657.0,1,218.35206931809188
516,516,0.018748298081125325,0.0,0,325.0,722.0,0.0,233.0,1,147.1877552878312
517,517,-0.2884867857454838,-0.3,1,360.0,762.0,1.0,998.0,1,193.27301786182258
518,518,0.6420841807016642,0.6,0,404.0,698.0,0.0,598.0,1,53.687372894750375
519,519,0.5870506842173806,0.6,0,377.0,632.0,0.0,521.0,1,61.94239736739291
520,520,0.009155881258038123,0.0,0,278.0,523.0,1.0,769.0,0,148.6266178112943
521,521,0.2841527051264845,0.3,0,385.0,943.0,0.0,1732.0,1,107.37709423102733
522,522,0.27347910421205546,0.3,0,411.0,786.0,1.0,2263.0,0,108.97813436819168
523,523,-0.49322546535855083,-0.5,1,469.0,974.0,1.0,247.0,1,223.98381980378264
524,524,0.23719490052156922,0.2,0,478.0,587.0,0.0,1215.0,1,114.42076492176461
525,525,-0.18114279546904877,-0.2,1,322.0,539.0,1.0,179.0,1,177.1714193203573
526,526,-0.2690990714985464,-0.3,1,357.0,630.0,1.0,503.0,1,190.36486072478195
527,527,0.042171804914753475,0.0,0,281.0,769.0,1.0,1530.0,0,143.67422926278698
528,528,-0.10469208835754973,-0.1,1,310.0,625.0,1.0,175.0,1,165.70381325363246
529,529,-0.5655288556870413,-0.6,1,298.0,952.0,1.0,180.0,1,234.82932835305618
530,530,-0.998925398510008,-1.0,1,429.0,919.0,1.0,292.0,1,299.8388097765012
531,531,-0.7607044822055602,-0.8,1,317.0,594.0,1.0,129.0,1,264.105672330834
532,532,0.9877296042021839,1.0,0,337.0,697.0,0.0,186.0,1,1.840559369672412
533,533,-0.5203071245241335,-0.5,1,486.0,927.0,1.0,277.0,1,228.04606867862003
534,534,-0.5728036499456455,-0.6,1,306.0,502.0,1.0,332.0,1,235.92054749184683
535,535,-0.4399532671069266,-0.4,1,377.0,879.0,1.0,304.0,1,215.992990066039
536,536,0.7689997780469766,0.8,0,474.0,534.0,0.0,712.0,1,34.65003329295351
537,537,-0.017179248132232816,-0.0,1,365.0,807.0,0.0,338.0,0,152.57688721983493
538,538,0.27941609838669135,0.3,0,426.0,895.0,0.0,179.0,1,108.0875852419963
539,539,0.3905477033923481,0.4,0,342.0,854.0,0.0,454.0,1,91.41784449114778
540,540,-0.5359123040478544,-0.5,1,458.0,634.0,1.0,188.0,1,230.38684560717815
541,541,0.5868721403109307,0.6,0,386.0,693.0,0.0,321.0,1,61.96917895336039
542,542,0.12142799795047865,0.1,0,441.0,991.0,1.0,618.0,0,131.7858003074282
543,543,0.30404836024668724,0.3,0,417.0,502.0,0.0,381.0,1,104.39274596299691
544,544,-0.9550904377216924,-1.0,1,418.0,584.0,1.0,178.0,1,293.26356565825387
545,545,-0.7352785228106167,-0.7,1,367.0,753.0,1.0,130.0,1,260.2917784215925
546,546,0.3716521881373567,0.4,0,269.0,560.0,0.0,991.0,1,94.2521717793965
547,547,-0.7452841905497531,-0.7,1,407.0,818.0,1.0,145.0,1,261.79262858246295
548,548,0.5112766170570657,0.5,0,451.0,786.0,0.0,203.0,1,73.30850744144014
549,549,-0.40228974285184416,-0.4,1,277.0,839.0,1.0,434.0,1,210.34346142777662
550,550,0.9826349069511202,1.0,0,292.0,505.0,0.0,423.0,1,2.604763957331968
551,551,0.7648174778743446,0.8,0,439.0,576.0,0.0,485.0,1,35.27737831884831
552,552,-0.6451868366968367,-0.6,1,417.0,630.0,1.0,403.0,1,246.77802550452552
553,553,-0.4524300421856553,-0.5,1,391.0,615.0,1.0,344.0,1,217.8645063278483
554,554,-0.03405711631306474,-0.0,1,350.0,659.0,1.0,241.0,1,155.1085674469597
555,555,-0.8744798011194692,-0.9,1,436.0,514.0,1.0,360.0,1,281.1719701679204
556,556,-0.8765896486056959,-0.9,1,305.0,692.0,1.0,283.0,1,281.48844729085437
557,557,0.008118628689104845,0.0,0,497.0,595.0,0.0,428.0,1,148.78220569663426
558,558,-0.40973845513462503,-0.4,1,404.0,689.0,1.0,1427.0,1,211.46076827019377
559,559,0.17530193619569068,0.2,0,331.0,813.0,1.0,346.0,0,123.7047095706464
560,560,0.35349279654946875,0.4,0,271.0,899.0,0.0,3830.0,1,96.97608051757969
561,561,0.6732838993884533,0.7,0,441.0,969.0,0.0,180.0,1,49.007415091732
562,562,-0.9855865444996879,-1.0,1,411.0,696.0,1.0,113.0,1,297.8379816749532
563,563,0.4297874320625179,0.4,0,456.0,834.0,0.0,990.0,1,85.53188519062232
564,564,0.4720547276657199,0.5,0,390.0,613.0,0.0,347.0,1,79.19179085014201
565,565,0.11572382388757996,0.1,0,368.0,554.0,1.0,588.0,0,132.641426416863
566,566,-0.6372253512373118,-0.6,1,375.0,648.0,1.0,687.0,1,245.58380268559677
567,567,0.7444551135173165,0.7,0,320.0,684.0,0.0,106.0,1,38.33173297240252
568,568,0.4098012535711195,0.4,0,469.0,998.0,0.0,1453.0,1,88.52981196433207
569,569,-0.5752218659237993,-0.6,1,273.0,594.0,1.0,373.0,1,236.2832798885699
570,570,-0.16026934993698783,-0.2,1,386.0,756.0,1.0,318.0,1,174.04040249054816
571,571,0.2973012288361394,0.3,0,438.0,633.0,1.0,279.0,0,105.40481567457908
572,572,0.4993204207128201,0.5,0,293.0,969.0,0.0,418.0,1,75.10193689307698
573,573,-0.9498933623971364,-0.9,1,485.0,862.0,1.0,183.0,1,292.48400435957046
574,574,0.984572021956559,1.0,0,471.0,666.0,0.0,503.0,1,2.3141967065161473
575,575,-0.9556671037168469,-1.0,1,307.0,821.0,1.0,282.0,1,293.35006555752705
576,576,0.996761218745305,1.0,0,302.0,866.0,0.0,872.0,1,0.4858171882042517
577,577,0.2616580872698935,0.3,0,253.0,954.0,1.0,563.0,0,110.75128690951598
578,578,-0.3651895088477297,-0.4,1,401.0,617.0,1.0,322.0,1,204.77842632715945
579,579,-0.22435350557226252,-0.2,1,267.0,762.0,1.0,511.0,1,183.65302583583937
580,580,-0.33249058757502037,-0.3,1,468.0,895.0,1.0,787.0,1,199.87358813625306
581,581,0.5749788304688619,0.6,0,440.0,933.0,0.0,217.0,1,63.75317542967072
582,582,-0.12257061365530153,-0.1,1,384.0,800.0,1.0,476.0,1,168.38559204829522
583,583,-0.17091656906724317,-0.2,1,435.0,566.0,1.0,179.0,1,175.6374853600865
584,584,-0.36244609398934635,-0.4,1,340.0,959.0,1.0,301.0,1,204.36691409840196
585,585,-0.9321530391605275,-0.9,1,363.0,538.0,1.0,159.0,1,289.8229558740791
586,586,0.7496589809058125,0.7,0,385.0,978.0,0.0,637.0,1,37.55115286412812
587,587,-0.3830019515809462,-0.4,1,357.0,555.0,1.0,748.0,1,207.45029273714192
